url,header,author
/news/articles/2023-10-05/eu-to-start-talks-soon-on-adding-its-debt-to-sovereign-indexes?srnd=null,EU to Start Talks Soon on Adding Its Debt to Sovereign Indexes,By   Lyubov Pronina and Greg Ritchie
/news/articles/2023-10-05/pakistan-considers-long-term-lng-deal-as-domestic-output-slides?srnd=null,Pakistan Considers Long-Term LNG Deal as Domestic Gas Drops,By   Stephen Stapczynski and Faseeh Mangi
/news/articles/2023-10-05/ex-citi-banker-sues-firm-for-firing-during-dishonest-decade?srnd=null,Ex-Citi Banker Sues Firm for Firing During ‘Dishonest’ Decade,By   Katharine Gemmell
/news/articles/2023-10-05/private-credit-s-lavish-profits-are-coming-under-scrutiny?srnd=null,Private Credit’s Lavish Profits Are Coming Under Scrutiny,By   Katharine Hidalgo and Silas Brown
/news/articles/2023-10-05/stock-bulls-need-a-strong-earnings-season-it-s-a-tough-ask?srnd=null,Stock Bulls Need a Strong Earnings Season. It’s a Tough Ask,By   Michael Msika
/news/articles/2023-10-05/aurubis-to-keep-european-copper-premium-at-record-high-next-year?srnd=null,Aurubis to Keep European Copper Premium at Record High Next Year,By   Mark Burton
/news/articles/2023-10-05/oman-s-oq-gas-networks-ipo-likely-to-price-at-top-end-of-range?srnd=null,Oman’s OQ Gas Networks IPO Likely to Price at Top End of Range,By   Julia Fioretti
/news/articles/2023-10-05/jpmorgan-s-cash-hoarding-bond-manager-sees-6-yield-within-reach?srnd=null,JPMorgan’s Cash-Hoarding Bond Manager Sees 6% Yield Within Reach,By   Ye Xie
/news/articles/2023-10-05/triton-is-said-to-explore-2-billion-sale-of-all4labels-global?srnd=null,Triton Is Said to Explore €2 Billion Sale of All4Labels Global,"By   Swetha Gopinath, Kiel Porter and Claire Ruckin"
/news/articles/2023-10-05/euro-high-yield-flirts-with-end-of-longest-win-streak-since-2021?srnd=null,Euro High-Yield Bonds Flirt With End of Longest Win Streak Since 2021,By   Hannah Benjamin-Cook
/news/articles/2023-10-05/cricket-fever-portends-boost-for-india-travel-and-alcohol-stocks?srnd=null,Cricket Fever Portends Boost for India Travel and Alcohol Stocks,By   Alex Gabriel Simon
/news/articles/2023-10-05/foreign-investors-dump-japanese-stocks-for-second-week?srnd=null,Foreign Investors Dump Japanese Stocks for Second Week,By   Yasutaka Tamura
/news/articles/2023-10-05/sweden-won-t-be-long-term-owner-in-sas-finance-minister-says?srnd=null,"Sweden Doesn’t Want to be Long-Term Owner in SAS, Finance Minister Says",By   Christopher Jungstedt
/news/articles/2023-10-05/saudi-budget-s-back-to-old-ways-as-oil-habit-proves-hard-to-kick?srnd=null,Saudi Budget’s Back to Old Ways as Oil Habit Proves Hard to Kick,By   Paul Abelsky and Abeer Abu Omar
/news/articles/2023-10-05/head-of-india-gas-exchange-says-cheaper-prices-to-drive-uptake?srnd=null,Head of India Gas Exchange Says Cheaper Prices to Drive Uptake,By   Rakesh Sharma and Rajesh Kumar Singh
/news/articles/2023-10-05/metro-bank-bonds-stock-tumble-as-lender-seeks-to-raise-capital?srnd=null,"Metro Bank Bonds, Stock Tumble as Lender Mulls Capital Raise",By   Tom Metcalf and Tasos Vossos
/news/articles/2023-10-05/thames-water-says-it-can-t-get-2-5b-needed-without-rule-changes?srnd=null,Thames Can’t Get £2.5 Billion It Needs Unless Rules Change,By   Jessica Shankleman and Eamon Akil Farhat
/news/articles/2023-10-05/chicago-fed-s-austan-goolsbee-sees-puzzle-in-recent-ust-rate-spike?srnd=null,Chicago Fed’s Austan Goolsbee Sees ‘Puzzle’ In Recent Rate Spike,By   Joe Weisenthal and Tracy Alloway
/news/articles/2023-10-05/austan-goolsbee-chicago-fed-president-on-possible-soft-landing-for-inflation?srnd=null,Austan Goolsbee on the 'Golden Path' to a Soft Landing,By   Tracy Alloway and Joe Weisenthal
/news/articles/2023-10-05/unions-to-meet-over-complaints-on-deal-that-ended-lng-strikes?srnd=null,Unions Raise Threat of New Strikes at Chevron LNG Facilities,"By   Shoko Oda, Heesu Lee and Anna Shiryaevskaya"
/news/articles/2023-10-05/alstom-slumps-after-warning-delayed-orders-will-hit-cash-flow?srnd=null,French Train Maker Alstom Slumps After Cash Flow Warning ,By   Albertina Torsoli
/news/articles/2023-10-05/tata-said-to-be-in-advanced-talks-for-temasek-s-tata-play-stake?srnd=null,Tata Said to Be in Advanced Talks for Temasek’s Tata Play Stake,By   Baiju Kalesh and P R Sanjai
/news/articles/2023-10-05/casino-signs-lock-up-agreement-with-kretinsky-secured-creditors?srnd=null,Casino Moves Closer to Sealing Deal With Billionaire Kretinsky ,By   Irene García Pérez
/news/articles/2023-10-05/european-gas-retreats-as-tepid-demand-counters-weather-risks?srnd=null,European Gas Tumbles as Abnormal Warmth Outweighs Supply Risks,By   Elena Mazneva
/news/articles/2023-10-05/adnoc-gives-16-9-billion-contracts-to-saipem-maire-for-ghasha?srnd=null,UAE Energy Giant Awards $17 Billion Gas Expansion Contracts,By   Anthony Di Paola
/news/articles/2023-10-05/winston-cigarette-maker-imperial-brands-plans-1-1-billion-share-buyback?srnd=null,Imperial Brands Plans to Buy Back £1.1 Billion of Shares,By   Andy Hoffman
/news/articles/2023-10-05/india-services-activity-gains-on-solid-demand-at-home-and-abroad?srnd=null,India Services Activity Gains on Solid Demand at Home and Abroad,By   Ruchi Bhatia
/news/articles/2023-10-05/singapore-renewable-developer-seeks-partners-for-huge-indonesian-battery?srnd=null,Singapore Renewable Developer Seeks Partners for Massive Battery,By   Harry Brumpton
/news/articles/2023-10-05/rice-inflation-at-14-year-high-defies-philippine-price-control?srnd=null,Rice Inflation at 14-Year High Defies Philippine Price Control,By   Andreo Calonzo and Cliff Venzon
/news/articles/2023-10-05/triton-pulls-listing-of-gearbox-maker-renk-on-volatile-markets?srnd=null,Triton Pulls Listing of Gearbox Maker Renk on Volatile Markets,By   Swetha Gopinath and Elisabeth Behrmann
/news/articles/2023-10-05/bhp-plans-to-keep-remaining-coal-after-completing-mine-sales?srnd=null,BHP Plans to Keep Remaining Coal After Completing Mine Sales,By   David Stringer
/news/articles/2023-10-05/dollar-falls-versus-yen-won-but-brown-brothers-macquarie-see-further-gains?srnd=null,Dollar Pulls Back Before Payrolls But Analysts See Further Gains,By   Ruth Carson
/news/articles/2023-10-05/goldman-turns-cautious-on-expensive-india-stocks-before-elections?srnd=null,Goldman Is Cautious on ‘Expensive’ India Stocks Before Polls,By   Abhishek Vishnoi
/news/articles/2023-10-05/s-p-warns-of-em-company-defaults-with-47-billion-due-annually?srnd=null,S&P Warns of EM Company Defaults With $47 Billion Due Annually,By   Karl Lester M. Yap
/news/articles/2023-10-05/lse-chief-julia-hoggett-on-british-stocks-arm-and-ceo-pay?srnd=null,Are the Bulls About to Return to Britain?,By   Sommer Saadi
/news/articles/2023-10-05/germany-economics-of-property-crisis-show-developers-in-greatest-danger?srnd=null,The German Property Crisis Is Claiming Its First Big Victims,By   Libby Cherry and Jack Sidders
/news/articles/2023-10-05/hong-kong-to-pause-selling-commercial-land-as-market-falters?srnd=null,Hong Kong to Pause Selling Commercial Land as Market Falters,By   Shawna Kwan
/news/articles/2023-10-05/pimco-s-clarida-says-boj-may-scrap-yield-control-later-this-year?srnd=null,Pimco’s Clarida Says BOJ May Scrap Yield Control Later This Year,By   Ruth Carson
/en/news/thp/2023-10-05/king-charles-iii-s-image-to-appear-on-australian-coins-this-year?srnd=null,King Charles III to Appear on Australian Gold Coins This Year,By   THE ASSOCIATED PRESS (ROD McGUIRK)
/news/articles/2023-10-05/only-a-stocks-crash-can-rescue-bonds-for-barclays-as-fed-won-t?srnd=null,"Only an Equities Crash Can Rescue the Bond Market, Barclays Says",By   Garfield Reynolds
/news/articles/2023-10-05/mexico-airport-operators-say-government-changed-fee-structure?srnd=null,Mexico Airport Operators Say Government Changed Fee Structure,By   Andrea Navarro and Michael O'Boyle
/news/articles/2023-10-05/spotlight-still-on-vedanta-3-billion-debt-despite-spinoff-plan?srnd=null,Spotlight Still on Vedanta $3 Billion Debt Despite Spinoff Plan,By   Divya Patil
/news/articles/2023-10-05/hong-kong-ramps-up-efforts-to-let-markets-open-during-typhoons-or-rainstorms?srnd=null,Hong Kong Accelerates Push to Keep Markets Open During Typhoons,By   Kiuyan Wong
/news/articles/2023-10-05/oil-subsidy-rollback-set-to-help-region-beating-malaysian-bonds?srnd=null,Oil Subsidy Rollback Set to Help Region-Beating Malaysian Bonds,By   Marcus Wong
/news/articles/2023-10-05/pkr-usd-us-dollar-shortage-traps-global-firms-profits-inside-pakistan?srnd=null,Dollar Shortage Traps Multinationals’ Profits Inside Pakistan,By   Faseeh Mangi and Betsy Joles
/news/articles/2023-10-04/latest-oil-market-news-and-analysis-for-thursday-october-5th?srnd=null,Oil’s Slump Deepens Below $83 With Demand Under the Microscope,By   Julia Fanzeres
/news/articles/2023-10-04/peru-s-velarde-says-argentines-should-be-free-to-choose-currency?srnd=null,Peru’s Velarde Says Argentines Should Be Free to Choose Currency,By   Ignacio Olivera Doll
/news/articles/2023-10-04/rivian-sinks-after-ev-maker-plans-convertible-note-offering?srnd=null,Rivian Has Record Drop on Plans to Offer Convertible Debt,By   Dana Hull
/news/articles/2023-10-04/asia-shares-to-rise-as-stock-bond-selloff-abates-markets-wrap?srnd=null,Wall Street on Edge as Traders Await Payrolls Data: Markets Wrap,By   Cristin Flanagan and Vildana Hajric
/news/articles/2023-10-04/exxon-sees-2-1-billion-earnings-lift-from-oil-prices-refining?srnd=null,"Exxon Sees $2.1 Billion Earnings Lift From Oil Prices, Refining",By   Kevin Crowley
/news/articles/2023-10-04/hong-kong-issues-typhoon-alert-as-koinu-approaches-taiwan?srnd=null,Hong Kong Issues Typhoon Alert as Koinu Approaches Taiwan,By   Dominic Lau
/news/articles/2023-10-04/baseball-cap-maker-new-era-picks-jpmorgan-to-lead-ipo?srnd=null,Baseball Cap Maker New Era Picks JPMorgan to Lead IPO,By   Ryan Gould and Kamaron Leach
/news/articles/2023-10-04/new-jersey-s-kim-says-turmoil-in-dc-casts-doubt-on-us-leadership?srnd=null,New Jersey’s Andy Kim Says Turmoil in DC Casts Doubt on US Leadership,By   Peter Martin
/news/articles/2023-10-04/long-bonds-historic-46-meltdown-rivals-burst-of-dot-com-bubble?srnd=null,Long Bonds’ Historic 46% Meltdown Rivals Burst of Dot-Com Bubble,By   Ye Xie
/news/articles/2023-10-04/suncor-to-buy-totalenergies-canada-operations-for-1-07-billion?srnd=null,Suncor to Buy Total’s Fort Hills Stake in $1.07 Billion Deal,By   Robert Tuttle
/news/articles/2023-10-04/thai-billionaires-fight-7-eleven-with-own-brands-to-woo-mom-pop-shops?srnd=null,Billionaires Muscle In on Thai Convenience Store King’s Domain,By   Lee Miller and Anuchit Nguyen
/news/articles/2023-10-04/aqr-rides-interest-rate-turmoil-to-bumper-9-5-september-return?srnd=null,AQR Rides Interest Rate Turmoil to Bumper 9.5% September Return,By   Justina Lee
/news/articles/2023-10-04/zambia-s-creditor-group-plans-to-sign-debt-revamp-deal-in-days?srnd=null,Zambia’s Creditor Group Sees $6.3 Billion Debt Deal in Days,By   Matthew Hill and Ezra Fieser
/news/articles/2023-10-04/us-brinkmanship-possible-shutdown-already-in-rating-fitch-says?srnd=null,"US Credit Rating Already includes Another Possible Shutdown, Fitch Says",By   Ye Xie and Michael Mackenzie
/news/articles/2023-10-04/bonds-markets-a-little-oversold-after-etf-pullout-gross-says?srnd=null,"Bond Market a ‘Little Oversold’ After ETF Pullout, Bill Gross Says",By   Ye Xie
/news/articles/2023-10-04/kkr-s-sheldon-sees-private-credit-becoming-evergreen-allocation?srnd=null,KKR’s Sheldon Sees Private Credit Becoming Evergreen Allocation,By   Jill R. Shah
/news/articles/2023-10-04/goldman-partner-ungari-departs-to-join-strategic-value-partners?srnd=null,Goldman Partner Ungari Departs for Strategic Value Partners,By   Gillian Tan
/news/articles/2023-10-04/new-york-luxury-car-owners-pay-near-record-premium-for-gasoline?srnd=null,New York Luxury Car Owners Pay Near-Record Premium for Gasoline,By   Chunzi Xu
/news/articles/2023-10-04/keystone-pipe-restarts-at-half-capacity-of-300-000-barrels-a-day?srnd=null,"Keystone Pipeline Restarts at Half Capacity of 300,000 Barrels a Day","By   Robert Tuttle, Devika Krishna Kumar and Lucia Kassai"
/news/articles/2023-10-04/citi-says-as-many-as-50-of-all-etfs-lose-money-for-their-issuers?srnd=null,Citigroup Says as Many as 50% of All ETFs Lose Money for Their Issuers,By   Katie Greifeld
/news/articles/2023-10-04/oil-driller-noble-ceo-says-biden-plan-will-push-rigs-outside-us?srnd=null,Oil Driller Noble’s CEO Says Biden Plan Will Push Rigs Outside US,By   David Wethe
/news/articles/2023-10-04/mortgage-bonds-slump-near-post-crisis-record-amid-market-selloff?srnd=null,Mortgage Bonds Slump Near Post-Crisis Record,"By   Carmen Arroyo, Scott Carpenter and Immanual John Milton"
/news/articles/2023-10-04/blackstone-s-slaughterhouse-blacklist-puts-svp-trades-in-limbo?srnd=null,Blackstone’s Slaughterhouse Blacklist Puts SVP Trades in Limbo,By   Reshmi Basu and Erin Hudson
/news/articles/2023-10-04/naira-faces-further-weakness-amid-dollar-shortage-fitch-says?srnd=null,"Naira Faces Further Weakness Amid Dollar Shortage, Fitch Says",By   Emele Onu
/news/articles/2023-10-04/bets-against-bank-stocks-exceed-post-svb-levels-after-bond-rout?srnd=null,Bets Against Bank Stocks Exceed Post-SVB Levels After Bond Rout,By   Vildana Hajric
/news/articles/2023-10-04/apollo-backed-german-landlord-gears-up-for-debt-talks-with-creditors?srnd=null,German Landlord Gears Up For Debt Talks With Creditors,By   Irene García Pérez and Libby Cherry
/news/articles/2023-10-04/celsa-s-creditors-agree-takeover-terms-with-spain-for-steelmaker?srnd=null,Celsa’s Creditors Agree Takeover Terms With Spain,By   Irene García Pérez and Alonso Soto
/news/articles/2023-10-04/britain-s-biggest-pub-chain-seeks-to-raise-debt-as-sale-falters?srnd=null,Britain’s Biggest Pub Chain Seeks to Raise Debt as Sale Falters,"By   Sabah Meddings, Giulia Morpurgo and Silas Brown"
/news/articles/2023-10-04/falling-prices-power-cuts-halve-south-africa-miners-profits?srnd=null,"Falling Prices, Power Cuts Halve South Africa Miners’ Profits",By   Adelaide Changole
/news/articles/2023-10-04/pakistan-buys-spot-lng-shipment-for-first-time-in-over-a-year?srnd=null,Pakistan Buys Spot LNG Shipment for First Time in Over a Year,By   Stephen Stapczynski and Faseeh Mangi
/news/articles/2023-10-04/aston-martin-s-stroll-raised-stake-after-investor-sought-sale?srnd=null,Aston Martin Chairman Stroll Raised Stake After Investor Sought Sale,By   Monica Raymunt and Jamie Nimmo
/news/articles/2023-10-04/vedanta-talks-for-1-billion-private-loan-clouded-by-spinoff?srnd=null,Vedanta Talks for $1 Billion Private Loan Clouded by Spinoff,By   Saikat Das and Megawati Wijaya
/news/articles/2023-10-04/reverse-mortgage-lawsuit-claims-feds-reneged-on-loan-promises?srnd=null,Reverse-Mortgage Suit Claims Feds Reneged on Loan Promises,By   Paige Smith and Shelly Hagan
/news/articles/2023-10-04/first-middle-eastern-spac-raises-200-million-in-pipe-financing?srnd=null,First Middle Eastern SPAC Raises $200 Million in PIPE Financing,By   Julia Fioretti
/news/articles/2023-10-04/barrick-to-spend-2-billion-on-super-pit-copper-mine-in-zambia?srnd=null,Barrick Earmarks $2 Billion for Copper ‘Super Pit’ in Zambia,By   Jacob Lorinc and Matthew Hill
/news/articles/2023-10-04/brevan-howard-hires-deutsche-bank-fx-trader-as-portfolio-manager?srnd=null,Brevan Howard Hires Deutsche Bank FX Trader as Portfolio Manager,By   Liza Tetley and Nishant Kumar
/news/articles/2023-10-04/surprise-comeback-of-ex-leader-fuels-meltdown-in-bolivian-debt?srnd=null,Surprise Comeback of Ex-Leader Fuels Bolivian Debt Meltdown,By   Zijia Song
/news/articles/2023-10-04/wells-fargo-gets-pickier-on-regional-banks-with-four-downgrades?srnd=null,Wells Fargo Gets Pickier on Regional Banks With Four Cuts,By   Bre Bradham
/news/articles/2023-10-04/early-estimates-suggest-japan-didn-t-buy-on-yen-tuesday?srnd=null,Early Estimates Suggest Japan Didn’t Conduct FX Intervention,By   Toru Fujioka and Saburo Funabiki
/news/articles/2023-10-04/bill-gross-sees-stocks-clearly-overvalued-as-bond-yields-rise?srnd=null,Bill Gross Sees Stocks ‘Clearly Overvalued’ as Bond Yields Rise,By   Ye Xie
/news/articles/2023-10-04/analysts-are-struggling-to-explain-the-big-surge-in-bond-yields?srnd=null,Analysts Are Struggling to Explain the Big Surge in Bond Yields,By   Tracy Alloway
/news/articles/2023-10-04/iag-raised-to-investment-grade-by-s-p-for-first-time-since-2020?srnd=null,IAG Returns to Investment Grade at S&P After Profit Rebound,By   Charlotte Ryan
/news/articles/2023-10-04/klk-s-bid-to-buy-33-of-boustead-plantations-collapses-filing?srnd=null,Malaysia’s LTAT Pension Fund to Make Boustead Plantations General Offer,By   Ram Anand
/news/articles/2023-10-04/tv-star-romanow-s-clearco-lands-over-100-million-for-turnaround?srnd=null,Canadian TV-Star Romanow’s Clearco Lands Over $100 Million for Turnaround,By   Carmen Arroyo and Paula Sambo
/news/articles/2023-10-04/five-charts-showing-how-5-us-yield-would-roil-global-markets?srnd=null,Here’s Why a 5% US Yield Would Stress Out Global Markets,By   Sagarika Jaisinghani and Alice Gledhill
/news/articles/2023-10-04/finnish-housing-prices-to-pick-up-next-year-nordea-forecasts?srnd=null,"Finnish Housing Prices to Pick Up Next Year, Nordea Forecasts",By   Leo Laikola
/news/articles/2023-10-04/russia-s-diesel-exports-fell-sharply-in-days-after-ban?srnd=null,Russia’s Diesel Exports Fell Sharply in Days After Ban,By   Prejula Prem
/news/articles/2023-10-04/emerging-markets-signal-crisis-as-bond-yields-top-equity-yields?srnd=null,Emerging Market Bond Yields Are Sending a Worrying Signal,By   Srinivasan Sivabalan
/news/articles/2023-10-04/accor-braves-torrid-market-conditions-with-sale-of-hybrid-bonds?srnd=null,French Hotel Giant Accor Braves Market Turmoil With Bond Sale ,By   Hannah Benjamin-Cook and Colin Keatinge
/news/articles/2023-10-04/latvia-mulls-law-to-force-banks-to-cut-mortgage-interest-rates?srnd=null,Latvia Considers Forcing Banks to Cut Mortgage Interest Rates,By   Aaron Eglitis
/news/articles/2023-10-04/chile-startup-exchange-scalex-wants-to-fill-ipo-void?srnd=null,"After IPOs Vanished in Chile, a Startup Exchange Wants to Cash In on Thirst For Returns",By   Eduardo Thomson
/news/articles/2023-10-04/swedish-banks-tax-proposal-blocked-by-second-biggest-party?srnd=null,Sweden Bank Shares Gain as Windfall Tax Proposal Blocked ,By   Love Liman
/news/articles/2023-10-04/turkey-s-trade-deficit-narrows-after-imports-slump-on-weak-lira?srnd=null,Turkey’s Trade Deficit Narrows After Imports Slump on Weak Lira,By   Onur Ant
/news/articles/2023-10-04/investors-eye-profit-rebound-after-yearlong-earnings-recession?srnd=null,Investors Eye Profit Rebound After Yearlong Earnings Recession,By   Rachel Phua
/news/articles/2023-10-04/bobby-jain-hires-two-senior-quants-ahead-of-hedge-fund-debut?srnd=null,Bobby Jain Hires Two Senior Quants Ahead of Hedge Fund Debut,By   Nishant Kumar and Hema Parmar
/news/articles/2023-10-04/one-out-of-every-three-investment-advisers-in-india-has-skipped-compliance-rules?srnd=null,"One in Three Indian Investment Advisers Are Not Registered, Market Regulator Says",By   Ashutosh Joshi
/news/articles/2023-10-04/russia-reiterates-plan-to-curb-oil-exports-through-december?srnd=null,Russia Reiterates Plan to Curb Oil Exports Through December,By   Bloomberg News
/news/articles/2023-10-04/saudis-to-stick-with-1-million-barrel-oil-supply-cut-to-year-end?srnd=null,Saudis to Stick With 1 Million-Barrel Oil Supply Cut For Now,By   Grant Smith and Salma El Wardany
/news/articles/2023-10-04/ltat-said-to-weigh-keeping-control-of-boustead-palm-in-klk-deal?srnd=null,"Malaysia’s LTAT Weighs Keeping Control of Boustead Palm Unit in KLK Deal, Sources Say",By   Elffie Chew
/news/articles/2023-10-04/saudi-airlines-mulls-debut-bond-sale-to-fund-expansion-plans?srnd=null,Saudi Airlines Considers Debut Bond Sale to Fund Expansion Plans,By   Fahad Abuljadayel
/news/articles/2023-10-04/europe-gas-prices-halt-slump-with-focus-on-weather-forecasts?srnd=null,European Gas Futures Halt Slump Amid Changing Weather Forecasts,By   Elena Mazneva
/news/articles/2023-10-04/european-stocks-drop-to-over-six-month-low-as-bond-yields-climb?srnd=null,European Stocks Dip in Volatile Trading as Focus Stays on Yields,By   Sagarika Jaisinghani and Macarena Muñoz
/news/articles/2023-10-04/little-known-stock-s-290-gain-shows-growing-indian-whisky-clout?srnd=null,"India's Whisky Takes on Scottish Peers, Boosting Tiny Stock 290%",By   Chiranjivi Chakraborty
/news/articles/2023-10-04/german-10-year-yield-climbs-above-3-for-first-time-since-2011?srnd=null,German 10-Year Yield Climbs Above 3% for First Time Since 2011,By   Alice Gledhill
/news/articles/2023-10-04/south-africa-weighs-meat-import-rebates-on-avian-flu-outbreak?srnd=null,South Africa Weighs Meat-Import Rebates on Avian Flu Outbreak,By   Rene Vollgraaff
/news/articles/2023-10-04/pakistan-s-top-utility-looks-to-raise-400-million-from-overseas?srnd=null,Pakistan’s Top Utility Looks to Raise $400 Million From Overseas,By   Faseeh Mangi and Stephen Stapczynski
/news/articles/2023-10-04/treasuries-us-rating-face-fresh-scrutiny-from-mccarthy-ouster?srnd=null,Here’s What Market Strategists Are Saying About the McCarthy Ouster,By   Ruth Carson
/news/articles/2023-10-04/sandoz-starts-trading-in-final-step-after-novartis-split?srnd=null,Novartis Spinoff Sandoz to Start Trading as Standalone Drugmaker,By   Marthe Fourcade and Allegra Catelli
/news/articles/2023-10-04/malaysia-central-bank-chief-rules-out-interest-rate-cut-for-now?srnd=null,Malaysia Central Bank Chief Rules Out Key Rate Cut for Now,By   Liau Y-Sing and Anisah Shukry
/news/articles/2023-10-04/south-korea-lifts-crisis-era-limit-on-banks-bond-sales?srnd=null,South Korea Lifts Crisis-Era Limit on Banks’ Bond Sales,By   Shinhye Kang and Daedo Kim
/news/articles/2023-10-04/global-bonds-are-at-the-mercy-of-treasuries-in-echo-of-2020-rout?srnd=null,Bond Rout Pushing Long-Term Rates Higher Keeps Markets on Edge,By   Alice Gledhill
/news/articles/2023-10-04/philippines-marcos-removes-cap-on-rice-prices?srnd=null,Philippines’ Marcos Removes Month-Long Cap on Rice Prices,By   Manolo Serapio Jr.
/news/articles/2023-10-04/hk-typhoon-related-claims-set-to-top-record-500-million-in-2023?srnd=null,HK Typhoon-Related Claims Set to Top Record $500 Million in 2023,By   Shawna Kwan
/news/articles/2023-10-04/japan-five-year-yield-hits-highest-since-2013-amid-debt-rout?srnd=null,Japan Bond Slump Puts More Pressure on BOJ to Tweak Policy,By   Yumi Teso and Masaki Kondo
/news/articles/2023-10-04/sunlife-sees-philippine-peso-strengthening-to-55-per-dollar?srnd=null,Sunlife Sees Philippine Peso Strengthening to 55 Per Dollar,By   Karl Lester M. Yap and Ditas Lopez
/news/articles/2023-10-04/forex-pile-remains-asia-s-first-defense-versus-relentless-dollar?srnd=null,Forex Pile Remains Asia’s First Defense Versus Relentless Dollar,By   Subhadip Sircar and Swati Pandey
/news/articles/2023-10-03/latest-oil-market-news-and-analysis-for-wednesday-october-4th?srnd=null,Oil Falls Most in a Year as Economic Storm Clouds Imperil Demand,By   Julia Fanzeres and Devika Krishna Kumar
/news/articles/2023-10-03/japan-s-top-fx-official-declines-to-confirm-if-intervened-on-yen?srnd=null,Japan Keeps Yen Traders Guessing Over Whether It Intervened,By   Erica Yokoyama
/news/articles/2023-10-03/millennium-in-talks-to-invest-billions-with-rival-schonfeld?srnd=null,Millennium in Talks to Invest Billions With Rival Schonfeld,"By   Hema Parmar, Bei Hu and Nishant Kumar"
/news/articles/2023-10-03/asia-stocks-to-follow-us-slump-as-fear-gauge-rises-markets-wrap?srnd=null,US Stocks Buoyed by Big Tech Gains as Yields Slide: Markets Wrap,By   Cristin Flanagan
/news/articles/2023-10-03/keystone-oil-pipeline-data-show-flows-halted-amid-slim-us-supply?srnd=null,Keystone Data Show Flows Halted Amid Slim US Supply,"By   Robert Tuttle, Devika Krishna Kumar and Lucia Kassai"
/news/articles/2023-10-03/bmo-equity-head-says-worst-of-canada-equity-issue-slump-is-over?srnd=null,BMO Says Worst of Canada Equity Issue Slump Is Over,By   Christine Dobby
/news/articles/2023-10-03/dollar-china-imperil-asia-stocks-stellar-fourth-quarter-record?srnd=null,"Fed, China Imperil Asia Stocks’ Stellar Fourth-Quarter Record","By   Abhishek Vishnoi, Ishika Mookerjee and John Cheng"
/news/articles/2023-10-03/missouri-presses-tyson-to-sell-chicken-plants-set-for-closure?srnd=null,Missouri Presses Tyson to Sell Chicken Plants Set for Closure,By   Michael Hirtzer
/news/articles/2023-10-03/quant-safety-trades-outperform-as-credit-fears-start-to-build?srnd=null,Quant Safety Trades Outperform as Credit Fears Start to Build,By   Denitsa Tsekova and Isabelle Lee
/news/articles/2023-10-03/bond-traders-target-treasury-10-year-yield-above-5-within-weeks?srnd=null,Bond Traders Target Treasury 10-Year Yield Above 5% Within Weeks,By   Edward Bolingbroke
/news/articles/2023-10-03/australian-cattle-price-falls-to-nine-year-low-as-el-nino-looms?srnd=null,Australian Cattle Price Falls to Nine-Year Low as El Niño Looms,By   Keira Wright
/news/articles/2023-10-03/jefferies-hires-barclays-global-co-head-of-transport-chad-parker?srnd=null,Jefferies Hires Barclays Global Co-Head of Transport Chad Parker,By   Kiel Porter
/news/articles/2023-10-03/panic-creeps-up-as-vix-curve-inverts-for-first-time-since-march?srnd=null,Panic Creeps Up as VIX Curves Invert for First Time Since March,By   Lu Wang
/news/articles/2023-10-03/bulls-run-out-of-reasons-to-buy-stocks-with-rates-causing-panic?srnd=null,Investors Find Little Reason to Buy Stocks as Rates Fears Spread,"By   Elena Popina, Jessica Menton and Alexandra Semenova"
/news/articles/2023-10-03/alphasimplex-quant-holds-short-yen-bet-despite-intervention-risk?srnd=null,Quant Fund AlphaSimplex Is Betting Against Yen Despite Intervention Risks,By   Liz Capo McCormick
/news/articles/2023-10-03/credit-markets-wobble-as-fed-speak-data-fan-rate-hike-angst?srnd=null,"Credit Markets Wobble as Fed Speak, Data Fan Rate-Hike Angst",By   Michael Tobin and Josyana Joshua
/news/articles/2023-10-03/september-stock-selloff-minted-short-sellers-50-billion-profit?srnd=null,September Stock Selloff Minted Short Sellers $50 Billion Profit,By   Carmen Reinicke
/news/articles/2023-10-03/africa-s-top-fund-manager-to-grow-renewable-energy-investment-beyond-854million?srnd=null,Africa's Biggest Fund Manager to Grow Green Energy Book Beyond $854 Million,By   Timothy Rangongo
/news/articles/2023-10-03/barclays-recommends-shorting-fast-food-credit-because-of-ozempic?srnd=null,"Short Fast Food Credit Because of Ozempic, Barclays Says",By   Michael Tobin
/news/articles/2023-10-03/enaex-chases-north-american-deals-as-mine-blasting-demand-grows?srnd=null,Enaex Chases North American Deals as Mine-Blasting Demand Grows,By   James Attwood
/news/articles/2023-10-03/spac-drought-hits-milestone-with-zero-us-offerings-since-august?srnd=null,Zero SPAC Offerings Since August With Market Gone Cold,By   Bailey Lipschultz
/news/articles/2023-10-03/carlyle-seeks-roughly-2-5-billion-debt-for-medtronic-units-bid?srnd=null,Carlyle Seeks Roughly $2.5 Billion Debt for Medtronic Units Bid,By   Paula Seligson and Jill R. Shah
/news/articles/2023-10-03/blue-chip-bond-yields-hit-highest-since-2009-as-fed-teases-hike?srnd=null,Blue-Chip Bond Yields Hit Highest Since 2009 While Fed Teases Hike,"By   Olivia Raimonde, Josyana Joshua and Allison Nicole Smith"
/news/articles/2023-10-03/bond-heretics-not-the-vigilantes-pose-biggest-risk-for-yields?srnd=null,"Bond Heretics, Not the Vigilantes, Pose Biggest Risk for Yields",By   Simon White
